Trade Date,Display,Shares In Issue,Open Price,Close Price
11/03/2024,BATA,"76,107,600.00",3.16,3.16
11/03/2024,CHIL,"200,039,904.00",13.80,13.8
13/03/2024,REIZ,"56,460,198.00",1.35,1.35
13/03/2024,ZMFA,"27,090,100.00",5.00,5
13/03/2024,ZNCO,"1,443,750,041.28",6.07,6.07
13/03/2024,ZCCM,"160,800,286.00",47.00,47
13/03/2024,ZFCO,"400,000,000.00",2.53,2.53
13/03/2024,BATZ,"212,456,304.00",2.30,2.3
13/03/2024,NATB,"63,000,000.00",4.10,4.1
13/03/2024,PUMA,"500,000,000.00",2.80,2.8
13/03/2024,SHOP,"2,700,000.00",64.00,64
13/03/2024,CCAF,"1,625,000,597.00",0.45,0.46
13/03/2024,PMDZ,"100,000,000.00",0.80,0.8
13/03/2024,ATEL,"104,000,000.00",43.50,43.5
13/03/2024,CECZ,"1,625,000,597.00",7.68,7.68
13/03/2024,ZABR,"546,000,000.00",7.00,7
13/03/2024,MAFS,"50,000,000.00",1.86,1.86
13/03/2024,ZMBF,"300,579,610.00",2.40,2.4
13/03/2024,SCBL,"1,666,980,000.00",3.05,3.05
13/03/2024,ZSUG,"316,571,385.40",35.00,35
13/03/2024,ZMRE,"45,000,000.00",2.80,2.8
13/03/2024,AECI,"20,406,600.00",41.98,41.98
13/03/2024,BATA,"76,107,600.00",3.16,3.16
13/03/2024,CHIL,"200,039,904.00",13.80,13.8
14/03/2024,REIZ,"56,460,198.00",1.35,1.35
14/03/2024,ZMFA,"27,090,100.00",5.00,5
14/03/2024,ZNCO,"1,443,750,041.28",6.08,6.08
14/03/2024,ZCCM,"160,800,286.00",47.00,47
14/03/2024,ZFCO,"400,000,000.00",2.53,2.53
14/03/2024,BATZ,"212,456,304.00",2.30,2.3
14/03/2024,NATB,"63,000,000.00",4.10,4.1
14/03/2024,PUMA,"500,000,000.00",2.80,2.8
14/03/2024,SHOP,"2,700,000.00",64.00,64
14/03/2024,CCAF,"1,625,000,597.00",0.46,0.46
14/03/2024,PMDZ,"100,000,000.00",0.80,0.8
14/03/2024,ATEL,"104,000,000.00",43.50,43.5
14/03/2024,CECZ,"1,625,000,597.00",7.66,7.69
14/03/2024,ZABR,"546,000,000.00",7.00,7
14/03/2024,MAFS,"50,000,000.00",1.86,1.86
14/03/2024,ZMBF,"300,579,610.00",2.40,2.4
14/03/2024,SCBL,"1,666,980,000.00",3.05,3.05
14/03/2024,ZSUG,"316,571,385.40",35.00,35
14/03/2024,ZMRE,"45,000,000.00",2.80,2.8
14/03/2024,AECI,"20,406,600.00",41.98,41.98
14/03/2024,BATA,"76,107,600.00",3.16,3.16
14/03/2024,CHIL,"200,039,904.00",13.80,13.8
15/03/2024,REIZ,"56,460,198.00",1.35,1.35
15/03/2024,ZMFA,"27,090,100.00",5.00,5
15/03/2024,ZNCO,"1,443,750,041.28",6.08,6.3
15/03/2024,ZCCM,"160,800,286.00",47.00,47
15/03/2024,ZFCO,"400,000,000.00",2.53,2.53
15/03/2024,BATZ,"212,456,304.00",2.30,2.3
15/03/2024,NATB,"63,000,000.00",4.10,4.1
15/03/2024,PUMA,"500,000,000.00",2.80,2.8
15/03/2024,SHOP,"2,700,000.00",64.00,64
15/03/2024,CCAF,"1,625,000,597.00",0.46,0.46
15/03/2024,PMDZ,"100,000,000.00",0.80,0.8
15/03/2024,ATEL,"104,000,000.00",43.50,43.5
15/03/2024,CECZ,"1,625,000,597.00",7.69,7.69
15/03/2024,ZABR,"546,000,000.00",7.00,7
15/03/2024,MAFS,"50,000,000.00",1.86,1.86
15/03/2024,ZMBF,"300,579,610.00",2.40,2.4
15/03/2024,SCBL,"1,666,980,000.00",3.05,3.05
15/03/2024,ZSUG,"316,571,385.40",35.00,35
15/03/2024,ZMRE,"45,000,000.00",2.80,2.8
15/03/2024,AECI,"20,406,600.00",41.98,41.98
15/03/2024,BATA,"76,107,600.00",3.16,3.16
15/03/2024,CHIL,"200,039,904.00",13.80,13.8
18/03/2024,REIZ,"56,460,198.00",1.35,1.35
18/03/2024,ZMFA,"27,090,100.00",5.00,5
18/03/2024,ZNCO,"1,443,750,041.28",6.26,6.3
18/03/2024,ZCCM,"160,800,286.00",47.00,47
18/03/2024,ZFCO,"400,000,000.00",2.53,2.53
18/03/2024,BATZ,"212,456,304.00",2.30,2.3
18/03/2024,NATB,"63,000,000.00",4.10,4.1
18/03/2024,PUMA,"500,000,000.00",2.80,2.8
18/03/2024,SHOP,"2,700,000.00",64.00,64
18/03/2024,CCAF,"1,625,000,597.00",0.46,0.46
18/03/2024,PMDZ,"100,000,000.00",0.80,0.8
18/03/2024,ATEL,"104,000,000.00",43.50,43.5
18/03/2024,CECZ,"1,625,000,597.00",7.69,7.7
18/03/2024,ZABR,"546,000,000.00",7.00,7
18/03/2024,MAFS,"50,000,000.00",1.86,1.86
18/03/2024,ZMBF,"300,579,610.00",2.40,2.4
18/03/2024,SCBL,"1,666,980,000.00",3.05,3.05
18/03/2024,ZSUG,"316,571,385.40",35.00,35
18/03/2024,ZMRE,"45,000,000.00",2.80,2.8
18/03/2024,AECI,"20,406,600.00",41.98,41.98
18/03/2024,BATA,"76,107,600.00",3.16,3.16
18/03/2024,CHIL,"200,039,904.00",13.80,13.8
19/03/2024,REIZ,"56,460,198.00",1.35,1.35
19/03/2024,ZMFA,"27,090,100.00",5.00,5
19/03/2024,ZNCO,"1,443,750,041.28",6.30,6.3
19/03/2024,ZCCM,"160,800,286.00",47.00,47
19/03/2024,ZFCO,"400,000,000.00",2.53,2.53
19/03/2024,BATZ,"212,456,304.00",2.30,2.3
19/03/2024,NATB,"63,000,000.00",4.10,4.1
19/03/2024,PUMA,"500,000,000.00",2.80,2.8
19/03/2024,SHOP,"2,700,000.00",64.00,64
19/03/2024,CCAF,"1,625,000,597.00",0.46,0.46
19/03/2024,PMDZ,"100,000,000.00",0.80,0.8
19/03/2024,ATEL,"104,000,000.00",43.50,43.5
19/03/2024,CECZ,"1,625,000,597.00",7.70,7.69
19/03/2024,ZABR,"546,000,000.00",7.00,7
19/03/2024,MAFS,"50,000,000.00",1.86,1.86
19/03/2024,ZMBF,"300,579,610.00",2.40,2.4
19/03/2024,SCBL,"1,666,980,000.00",3.05,3.05
19/03/2024,ZSUG,"316,571,385.40",35.00,35
19/03/2024,ZMRE,"45,000,000.00",2.80,2.8
19/03/2024,AECI,"20,406,600.00",41.98,41.98
19/03/2024,BATA,"76,107,600.00",3.16,3.16
19/03/2024,CHIL,"200,039,904.00",13.80,13.8
20/03/2024,REIZ,"56,460,198.00",1.35,1.35
20/03/2024,ZMFA,"27,090,100.00",5.00,5
20/03/2024,ZNCO,"1,443,750,041.28",6.30,6.3
20/03/2024,ZCCM,"160,800,286.00",47.00,47
20/03/2024,ZFCO,"400,000,000.00",2.53,2.53
20/03/2024,BATZ,"212,456,304.00",2.30,2.3
20/03/2024,NATB,"63,000,000.00",4.10,4.1
20/03/2024,PUMA,"500,000,000.00",2.80,2.8
20/03/2024,SHOP,"2,700,000.00",64.00,64
20/03/2024,CCAF,"1,625,000,597.00",0.48,0.48
20/03/2024,PMDZ,"100,000,000.00",0.80,0.8
20/03/2024,ATEL,"104,000,000.00",43.50,43.5
20/03/2024,CECZ,"1,625,000,597.00",7.69,7.7
20/03/2024,ZABR,"546,000,000.00",7.00,7
20/03/2024,MAFS,"50,000,000.00",1.86,1.86
20/03/2024,ZMBF,"300,579,610.00",2.40,2.4
20/03/2024,SCBL,"1,666,980,000.00",3.05,3.05
20/03/2024,ZSUG,"316,571,385.40",35.00,35
20/03/2024,ZMRE,"45,000,000.00",2.80,2.8
20/03/2024,AECI,"20,406,600.00",41.98,41.8
20/03/2024,BATA,"76,107,600.00",3.16,3.16
20/03/2024,CHIL,"200,039,904.00",13.80,13.8
21/03/2024,REIZ,"56,460,198.00",1.35,1.35
21/03/2024,ZMFA,"27,090,100.00",5.00,5
21/03/2024,ZNCO,"1,443,750,041.28",6.29,6.3
21/03/2024,ZCCM,"160,800,286.00",47.00,47
21/03/2024,ZFCO,"400,000,000.00",2.53,2.53
21/03/2024,BATZ,"212,456,304.00",2.30,2.3
21/03/2024,NATB,"63,000,000.00",4.10,4.1
21/03/2024,PUMA,"500,000,000.00",2.80,2.8
21/03/2024,SHOP,"2,700,000.00",64.00,64
21/03/2024,CCAF,"1,625,000,597.00",0.48,0.48
21/03/2024,PMDZ,"100,000,000.00",0.80,0.8
21/03/2024,ATEL,"104,000,000.00",43.50,43.5
21/03/2024,CECZ,"1,625,000,597.00",7.70,7.7
21/03/2024,ZABR,"546,000,000.00",7.00,7
21/03/2024,MAFS,"50,000,000.00",1.86,1.86
21/03/2024,ZMBF,"300,579,610.00",2.40,2.4
21/03/2024,SCBL,"1,666,980,000.00",3.05,3.05
21/03/2024,ZSUG,"316,571,385.40",35.00,35
21/03/2024,ZMRE,"45,000,000.00",2.80,2.8
21/03/2024,AECI,"20,406,600.00",41.80,40
21/03/2024,BATA,"76,107,600.00",3.16,3.16
21/03/2024,CHIL,"200,039,904.00",13.80,13.8
22/03/2024,REIZ,"56,460,198.00",1.35,1.35
22/03/2024,ZMFA,"27,090,100.00",5.00,5.01
22/03/2024,ZNCO,"1,443,750,041.28",6.30,6.3
22/03/2024,ZCCM,"160,800,286.00",47.00,47
22/03/2024,ZFCO,"400,000,000.00",2.53,2.53
22/03/2024,BATZ,"212,456,304.00",2.30,2.31
22/03/2024,NATB,"63,000,000.00",4.10,4.1
22/03/2024,PUMA,"500,000,000.00",2.80,2.8
22/03/2024,SHOP,"2,700,000.00",64.00,64
22/03/2024,CCAF,"1,625,000,597.00",0.48,0.48
22/03/2024,PMDZ,"100,000,000.00",0.80,0.8
22/03/2024,ATEL,"104,000,000.00",43.50,43.5
22/03/2024,CECZ,"1,625,000,597.00",7.84,7.7
22/03/2024,ZABR,"546,000,000.00",7.00,7
22/03/2024,MAFS,"50,000,000.00",1.86,1.86
22/03/2024,ZMBF,"300,579,610.00",2.39,2.4
22/03/2024,SCBL,"1,666,980,000.00",3.05,3.05
22/03/2024,ZSUG,"316,571,385.40",35.00,34.99
22/03/2024,ZMRE,"45,000,000.00",2.80,2.8
22/03/2024,AECI,"20,406,600.00",40.00,40
22/03/2024,BATA,"76,107,600.00",3.16,3.16
22/03/2024,CHIL,"200,039,904.00",13.80,13.8
25/03/2024,REIZ,"56,460,198.00",1.35,1.35
25/03/2024,ZMFA,"27,090,100.00",5.01,5.01
25/03/2024,ZNCO,"1,443,750,041.28",6.30,6.3
25/03/2024,ZCCM,"160,800,286.00",47.53,47.53
25/03/2024,ZFCO,"400,000,000.00",2.53,2.53
25/03/2024,BATZ,"212,456,304.00",2.31,2.31
25/03/2024,NATB,"63,000,000.00",4.10,4.1
25/03/2024,PUMA,"500,000,000.00",2.80,2.8
25/03/2024,SHOP,"2,700,000.00",64.00,64
25/03/2024,CCAF,"1,625,000,597.00",0.48,0.5
25/03/2024,PMDZ,"100,000,000.00",0.80,0.8
25/03/2024,ATEL,"104,000,000.00",43.50,43.5
25/03/2024,CECZ,"1,625,000,597.00",7.70,7.7
25/03/2024,ZABR,"546,000,000.00",7.00,7
25/03/2024,MAFS,"50,000,000.00",1.86,1.86
25/03/2024,ZMBF,"300,579,610.00",2.40,2.4
25/03/2024,SCBL,"1,666,980,000.00",3.05,3.05
25/03/2024,ZSUG,"316,571,385.40",34.99,34.99
25/03/2024,ZMRE,"45,000,000.00",2.80,2.8
25/03/2024,AECI,"20,406,600.00",40.00,40
25/03/2024,BATA,"76,107,600.00",3.16,3.16
25/03/2024,CHIL,"200,039,904.00",13.80,13.8
26/03/2024,REIZ,"56,460,198.00",1.35,1.35
26/03/2024,ZMFA,"27,090,100.00",5.01,5.01
26/03/2024,ZNCO,"1,443,750,041.28",6.30,6.49
26/03/2024,ZCCM,"160,800,286.00",47.53,47.53
26/03/2024,ZFCO,"400,000,000.00",2.53,2.53
26/03/2024,BATZ,"212,456,304.00",2.31,2.31
26/03/2024,NATB,"63,000,000.00",4.10,4.1
26/03/2024,PUMA,"500,000,000.00",2.80,2.8
26/03/2024,SHOP,"2,700,000.00",64.00,64
26/03/2024,CCAF,"1,625,000,597.00",0.50,0.5
26/03/2024,PMDZ,"100,000,000.00",0.80,0.8
26/03/2024,ATEL,"104,000,000.00",43.50,43.5
26/03/2024,CECZ,"1,625,000,597.00",7.70,7.7
26/03/2024,ZABR,"546,000,000.00",7.00,7
26/03/2024,MAFS,"50,000,000.00",1.86,1.86
26/03/2024,ZMBF,"300,579,610.00",2.39,2.4
26/03/2024,SCBL,"1,666,980,000.00",3.05,3.5
26/03/2024,ZSUG,"316,571,385.40",34.99,35
26/03/2024,ZMRE,"45,000,000.00",2.80,2.8
26/03/2024,AECI,"20,406,600.00",40.00,40
26/03/2024,BATA,"76,107,600.00",3.16,3.16
26/03/2024,CHIL,"200,039,904.00",13.80,13.8
27/03/2024,REIZ,"56,460,198.00",1.35,1.35
27/03/2024,ZMFA,"27,090,100.00",5.01,5.01
27/03/2024,ZNCO,"1,443,750,041.28",6.30,6.49
27/03/2024,ZCCM,"160,800,286.00",47.53,47.53
27/03/2024,ZFCO,"400,000,000.00",2.53,2.53
27/03/2024,BATZ,"212,456,304.00",2.31,2.31
27/03/2024,NATB,"63,000,000.00",4.10,4.1
27/03/2024,PUMA,"500,000,000.00",2.80,2.8
27/03/2024,SHOP,"2,700,000.00",64.00,64
27/03/2024,CCAF,"1,625,000,597.00",0.50,0.5
27/03/2024,PMDZ,"100,000,000.00",0.80,0.8
27/03/2024,ATEL,"104,000,000.00",43.50,43.5
27/03/2024,CECZ,"1,625,000,597.00",7.70,7.7
27/03/2024,ZABR,"546,000,000.00",7.00,7
27/03/2024,MAFS,"50,000,000.00",1.86,1.86
27/03/2024,ZMBF,"300,579,610.00",2.39,2.39
27/03/2024,SCBL,"1,666,980,000.00",3.50,3.5
27/03/2024,ZSUG,"316,571,385.40",35.00,35
27/03/2024,ZMRE,"45,000,000.00",2.80,2.8
27/03/2024,AECI,"20,406,600.00",40.00,40
27/03/2024,BATA,"76,107,600.00",3.16,3.16
27/03/2024,CHIL,"200,039,904.00",13.80,13.8
28/03/2024,REIZ,"56,460,198.00",1.35,1.68
28/03/2024,ZMFA,"27,090,100.00",5.01,5.01
28/03/2024,ZNCO,"1,443,750,041.28",6.49,6.3
28/03/2024,ZCCM,"160,800,286.00",47.53,47.53
28/03/2024,ZFCO,"400,000,000.00",2.53,2.53
28/03/2024,BATZ,"212,456,304.00",2.31,2.31
28/03/2024,NATB,"63,000,000.00",4.10,4.1
28/03/2024,PUMA,"500,000,000.00",2.80,2.8
28/03/2024,SHOP,"2,700,000.00",64.00,64
28/03/2024,CCAF,"1,625,000,597.00",0.50,0.5
28/03/2024,PMDZ,"100,000,000.00",0.80,0.8
28/03/2024,ATEL,"104,000,000.00",43.50,43.5
28/03/2024,CECZ,"1,625,000,597.00",7.70,7.7
28/03/2024,ZABR,"546,000,000.00",7.00,7
28/03/2024,MAFS,"50,000,000.00",1.86,1.86
28/03/2024,ZMBF,"300,579,610.00",2.39,2.39
28/03/2024,SCBL,"1,666,980,000.00",3.47,3.47
28/03/2024,ZSUG,"316,571,385.40",35.00,35
28/03/2024,ZMRE,"45,000,000.00",2.80,2.8
28/03/2024,AECI,"20,406,600.00",40.00,40
28/03/2024,BATA,"76,107,600.00",3.16,3.16
28/03/2024,CHIL,"200,039,904.00",13.80,13.8
02/04/2024,ZMRE,"5,000,000,000.00",1.00,1
02/04/2024,ZABR,0,1,1
02/04/2024,PUMA,0,1,1
02/04/2024,REIZ,"56,460,198.00",1.68,2.1
02/04/2024,ZMFA,"27,090,100.00",5.01,5.01
02/04/2024,ZNCO,"1,443,750,041.28",6.36,6.49
02/04/2024,ZCCM,"160,800,286.00",47.53,47.53
02/04/2024,ZFCO,"400,000,000.00",2.53,2.53
02/04/2024,BATZ,"212,456,304.00",2.31,2.31
02/04/2024,NATB,"63,000,000.00",4.10,4.1
02/04/2024,PUMA,"500,000,000.00",2.80,2.8
02/04/2024,SHOP,"2,700,000.00",64.00,64
02/04/2024,CCAF,"1,625,000,597.00",0.50,0.5
02/04/2024,PMDZ,"100,000,000.00",0.80,0.8
02/04/2024,ATEL,"104,000,000.00",43.50,43.5
02/04/2024,CECZ,"1,625,000,597.00",7.70,7.7
02/04/2024,ZABR,"546,000,000.00",7.00,7
02/04/2024,MAFS,"50,000,000.00",1.86,1.86
02/04/2024,ZMBF,"300,579,610.00",2.39,2.39
02/04/2024,SCBL,"1,666,980,000.00",3.47,3.5
02/04/2024,ZSUG,"316,571,385.40",35.00,35
02/04/2024,ZMRE,"45,000,000.00",2.80,2.8
02/04/2024,AECI,"20,406,600.00",40.00,40
02/04/2024,BATA,"76,107,600.00",3.16,3.16
02/04/2024,CHIL,"200,039,904.00",13.80,13.8
03/04/2024,ZMRE,"5,000,000,000.00",1.00,1
03/04/2024,ZABR,0,1,1
03/04/2024,PUMA,0,1,1
03/04/2024,REIZ,"56,460,198.00",2.10,2.1
03/04/2024,ZMFA,"27,090,100.00",5.01,5.01
03/04/2024,ZNCO,"1,443,750,041.28",6.49,6.49
03/04/2024,ZCCM,"160,800,286.00",47.53,47.53
03/04/2024,ZFCO,"400,000,000.00",2.53,2.53
03/04/2024,BATZ,"212,456,304.00",2.31,2.31
03/04/2024,NATB,"63,000,000.00",4.10,4.1
03/04/2024,PUMA,"500,000,000.00",2.80,2.8
03/04/2024,SHOP,"2,700,000.00",64.00,64
03/04/2024,CCAF,"1,625,000,597.00",0.50,0.5
03/04/2024,PMDZ,"100,000,000.00",0.80,0.8
03/04/2024,ATEL,"104,000,000.00",43.50,43.5
03/04/2024,CECZ,"1,625,000,597.00",7.69,7.7
03/04/2024,ZABR,"546,000,000.00",7.00,7
03/04/2024,MAFS,"50,000,000.00",1.86,1.86
03/04/2024,ZMBF,"300,579,610.00",2.39,2.39
03/04/2024,SCBL,"1,666,980,000.00",3.50,3.5
03/04/2024,ZSUG,"316,571,385.40",35.00,35
03/04/2024,ZMRE,"45,000,000.00",2.80,2.8
03/04/2024,AECI,"20,406,600.00",40.00,40
03/04/2024,BATA,"76,107,600.00",3.16,3.16
03/04/2024,CHIL,"200,039,904.00",13.80,13.8
04/04/2024,ZMRE,"5,000,000,000.00",1.00,1
04/04/2024,ZABR,0,1,1
04/04/2024,PUMA,0,1,1
04/04/2024,REIZ,"56,460,198.00",2.10,2.1
04/04/2024,ZMFA,"27,090,100.00",5.01,5.01
04/04/2024,ZNCO,"1,443,750,041.28",6.49,6.49
04/04/2024,ZCCM,"160,800,286.00",47.53,47.53
04/04/2024,ZFCO,"400,000,000.00",2.53,2.53
04/04/2024,BATZ,"212,456,304.00",2.31,2.31
04/04/2024,NATB,"63,000,000.00",4.10,4.1
04/04/2024,PUMA,"500,000,000.00",2.80,2.8
04/04/2024,SHOP,"2,700,000.00",64.00,64
04/04/2024,CCAF,"1,625,000,597.00",0.50,0.5
04/04/2024,PMDZ,"100,000,000.00",0.80,0.8
04/04/2024,ATEL,"104,000,000.00",43.50,43.5
04/04/2024,CECZ,"1,625,000,597.00",7.70,7.7
04/04/2024,ZABR,"546,000,000.00",7.00,7
04/04/2024,MAFS,"50,000,000.00",1.86,1.86
04/04/2024,ZMBF,"300,579,610.00",2.39,2.38
04/04/2024,SCBL,"1,666,980,000.00",3.51,3.5
04/04/2024,ZSUG,"316,571,385.40",35.00,35
04/04/2024,ZMRE,"45,000,000.00",2.80,2.8
04/04/2024,AECI,"20,406,600.00",40.00,40
04/04/2024,BATA,"76,107,600.00",3.16,3.16
04/04/2024,CHIL,"200,039,904.00",13.80,13.8
05/04/2024,ZMRE,"5,000,000,000.00",1.00,1
05/04/2024,ZABR,0,1,1
05/04/2024,PUMA,0,1,1
05/04/2024,REIZ,"56,460,198.00",2.10,2.1
05/04/2024,ZMFA,"27,090,100.00",5.01,5.01
05/04/2024,ZNCO,"1,443,750,041.28",6.49,6.49
05/04/2024,ZCCM,"160,800,286.00",47.53,47.53
05/04/2024,ZFCO,"400,000,000.00",2.53,2.53
05/04/2024,BATZ,"212,456,304.00",2.31,2.31
05/04/2024,NATB,"63,000,000.00",4.10,4.1
05/04/2024,PUMA,"500,000,000.00",2.80,2.8
05/04/2024,SHOP,"2,700,000.00",64.00,64
05/04/2024,CCAF,"1,625,000,597.00",0.50,0.5
05/04/2024,PMDZ,"100,000,000.00",0.80,0.8
05/04/2024,ATEL,"104,000,000.00",43.50,43.5
05/04/2024,CECZ,"1,625,000,597.00",7.69,7.7
05/04/2024,ZABR,"546,000,000.00",7.00,7
05/04/2024,MAFS,"50,000,000.00",1.86,1.86
05/04/2024,ZMBF,"300,579,610.00",2.38,2.38
05/04/2024,SCBL,"1,666,980,000.00",3.63,3.5
05/04/2024,ZSUG,"316,571,385.40",35.00,35
05/04/2024,ZMRE,"45,000,000.00",2.80,2.8
05/04/2024,AECI,"20,406,600.00",40.00,40
05/04/2024,BATA,"76,107,600.00",3.16,3.16
05/04/2024,CHIL,"200,039,904.00",13.80,13.81
08/04/2024,ZMRE,"5,000,000,000.00",1.00,1
08/04/2024,ZABR,0,1,1
08/04/2024,PUMA,0,1,1
08/04/2024,REIZ,"56,460,198.00",2.10,2.1
08/04/2024,ZMFA,"27,090,100.00",5.01,5.01
08/04/2024,ZNCO,"1,443,750,041.28",6.49,6.49
08/04/2024,ZCCM,"160,800,286.00",47.53,47.53
08/04/2024,ZFCO,"400,000,000.00",2.53,2.53
08/04/2024,BATZ,"212,456,304.00",2.31,2.31
08/04/2024,NATB,"63,000,000.00",4.10,4.1
08/04/2024,PUMA,"500,000,000.00",2.80,2.8
08/04/2024,SHOP,"2,700,000.00",64.00,64
08/04/2024,CCAF,"1,625,000,597.00",0.50,0.5
08/04/2024,PMDZ,"100,000,000.00",0.80,0.8
08/04/2024,ATEL,"104,000,000.00",43.50,43.5
08/04/2024,CECZ,"1,625,000,597.00",7.70,7.7
08/04/2024,ZABR,"546,000,000.00",7.00,7
08/04/2024,MAFS,"50,000,000.00",1.86,1.86
08/04/2024,ZMBF,"300,579,610.00",2.38,2.38
08/04/2024,SCBL,"1,666,980,000.00",3.54,3.5
08/04/2024,ZSUG,"316,571,385.40",35.00,35
08/04/2024,ZMRE,"45,000,000.00",2.80,2.8
08/04/2024,AECI,"20,406,600.00",40.00,40
08/04/2024,BATA,"76,107,600.00",3.16,3.16
08/04/2024,CHIL,"200,039,904.00",13.81,13.81
09/04/2024,ZMRE,"5,000,000,000.00",1.00,1
09/04/2024,ZABR,0,1,1
09/04/2024,PUMA,0,1,1
09/04/2024,REIZ,"56,460,198.00",2.10,2.1
09/04/2024,ZMFA,"27,090,100.00",5.01,5.01
09/04/2024,ZNCO,"1,443,750,041.28",6.49,6.49
09/04/2024,ZCCM,"160,800,286.00",47.53,47.53
09/04/2024,ZFCO,"400,000,000.00",2.53,2.53
09/04/2024,BATZ,"212,456,304.00",2.31,2.32
09/04/2024,NATB,"63,000,000.00",4.10,4.1
09/04/2024,PUMA,"500,000,000.00",2.80,3
09/04/2024,SHOP,"2,700,000.00",64.00,64
09/04/2024,CCAF,"1,625,000,597.00",0.50,0.5
09/04/2024,PMDZ,"100,000,000.00",0.80,0.8
09/04/2024,ATEL,"104,000,000.00",43.50,43.5
09/04/2024,CECZ,"1,625,000,597.00",7.70,7.7
09/04/2024,ZABR,"546,000,000.00",7.00,7
09/04/2024,MAFS,"50,000,000.00",1.86,1.86
09/04/2024,ZMBF,"300,579,610.00",2.38,2.38
09/04/2024,SCBL,"1,666,980,000.00",3.50,3.5
09/04/2024,ZSUG,"316,571,385.40",35.00,35
09/04/2024,ZMRE,"45,000,000.00",2.80,2.8
09/04/2024,AECI,"20,406,600.00",40.00,40
09/04/2024,BATA,"76,107,600.00",3.16,3.16
09/04/2024,CHIL,"200,039,904.00",13.81,13.81
10/04/2024,ZMRE,"5,000,000,000.00",1.00,1
10/04/2024,ZABR,0,1,1
10/04/2024,PUMA,0,1,1
10/04/2024,REIZ,"56,460,198.00",2.10,2
10/04/2024,ZMFA,"27,090,100.00",5.01,5.01
10/04/2024,ZNCO,"1,443,750,041.28",6.49,6.49
10/04/2024,ZCCM,"160,800,286.00",47.53,47.53
10/04/2024,ZFCO,"400,000,000.00",2.53,2.53
10/04/2024,BATZ,"212,456,304.00",2.32,2.32
10/04/2024,NATB,"63,000,000.00",4.10,4.1
10/04/2024,PUMA,"500,000,000.00",2.82,2.82
10/04/2024,SHOP,"2,700,000.00",64.00,64
10/04/2024,CCAF,"1,625,000,597.00",0.50,0.5
10/04/2024,PMDZ,"100,000,000.00",0.80,0.8
10/04/2024,ATEL,"104,000,000.00",43.50,43.5
10/04/2024,CECZ,"1,625,000,597.00",7.70,7.7
10/04/2024,ZABR,"546,000,000.00",7.00,7
10/04/2024,MAFS,"50,000,000.00",1.86,1.86
10/04/2024,ZMBF,"300,579,610.00",2.38,2.38
10/04/2024,SCBL,"1,666,980,000.00",3.51,3.5
10/04/2024,ZSUG,"316,571,385.40",35.00,35
10/04/2024,ZMRE,"45,000,000.00",2.80,2.8
10/04/2024,AECI,"20,406,600.00",40.00,40
10/04/2024,BATA,"76,107,600.00",3.16,3.16
10/04/2024,CHIL,"200,039,904.00",13.82,13.82
11/04/2024,ZMRE,"5,000,000,000.00",1.00,1
11/04/2024,ZABR,0,1,1
11/04/2024,PUMA,0,1,1
11/04/2024,REIZ,"56,460,198.00",2.00,2
11/04/2024,ZMFA,"27,090,100.00",5.01,5.01
11/04/2024,ZNCO,"1,443,750,041.28",6.49,6.49
11/04/2024,ZCCM,"160,800,286.00",47.53,47.53
11/04/2024,ZFCO,"400,000,000.00",2.53,2.53
11/04/2024,BATZ,"212,456,304.00",2.32,2.32
11/04/2024,NATB,"63,000,000.00",4.10,4.1
11/04/2024,PUMA,"500,000,000.00",2.82,3
11/04/2024,SHOP,"2,700,000.00",64.00,64
11/04/2024,CCAF,"1,625,000,597.00",0.50,0.55
11/04/2024,PMDZ,"100,000,000.00",0.80,0.8
11/04/2024,ATEL,"104,000,000.00",43.50,43.5
11/04/2024,CECZ,"1,625,000,597.00",7.70,7.7
11/04/2024,ZABR,"546,000,000.00",7.00,7
11/04/2024,MAFS,"50,000,000.00",1.86,1.86
11/04/2024,ZMBF,"300,579,610.00",2.38,2.38
11/04/2024,SCBL,"1,666,980,000.00",3.50,3.5
11/04/2024,ZSUG,"316,571,385.40",35.00,35
11/04/2024,ZMRE,"45,000,000.00",2.80,2.8
11/04/2024,AECI,"20,406,600.00",40.00,40
11/04/2024,BATA,"76,107,600.00",3.16,3.16
11/04/2024,CHIL,"200,039,904.00",13.82,13.82
12/04/2024,ZMRE,"5,000,000,000.00",1.00,1
12/04/2024,ZABR,0,1,1
12/04/2024,PUMA,0,1,1
12/04/2024,REIZ,"56,460,198.00",2.00,2
12/04/2024,ZMFA,"27,090,100.00",5.01,5.01
12/04/2024,ZNCO,"1,443,750,041.28",6.49,6.49
12/04/2024,ZCCM,"160,800,286.00",47.53,47.53
12/04/2024,ZFCO,"400,000,000.00",2.53,2.53
12/04/2024,BATZ,"212,456,304.00",2.32,2.32
12/04/2024,NATB,"63,000,000.00",4.10,4.1
12/04/2024,PUMA,"500,000,000.00",3.00,3
12/04/2024,SHOP,"2,700,000.00",64.00,64
12/04/2024,CCAF,"1,625,000,597.00",0.55,0.55
12/04/2024,PMDZ,"100,000,000.00",0.80,0.8
12/04/2024,ATEL,"104,000,000.00",43.50,43.5
12/04/2024,CECZ,"1,625,000,597.00",7.70,7.71
12/04/2024,ZABR,"546,000,000.00",7.00,7
12/04/2024,MAFS,"50,000,000.00",1.86,1.86
12/04/2024,ZMBF,"300,579,610.00",2.38,2.38
